countryCode,SupplierID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount (in thousands USD),Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate
897,VAZGD-9460,08-10-2013,4962937420,06-06-2012,07-06-2012,101.73,Yes,6-26-2012,Electronic,20,0
406,QTLGZ-9771,12-10-2012,4965519405,5-26-2013,6-25-2013,84.84,No,06-06-2013,Paper,11,0
770,NDIOV-9323,07-09-2012,4975085362,6-21-2012,7-21-2012,80.49,Yes,08-07-2012,Electronic,47,17
391,PCYBM-8156,03-03-2012,4977232276,05-12-2012,06-11-2012,140.04,Yes,06-11-2012,Paper,30,0
897,VHLWY-9250,06-03-2013,4977937594,6-16-2012,7-16-2012,77.715,Yes,7-15-2012,Electronic,29,0
818,NCUZC-8887,1-22-2013,4978139026,01-10-2012,02-09-2012,6.705,Yes,2-19-2012,Electronic,40,10
406,ETVHD-6833,4-30-2012,4982115979,10-26-2012,11-25-2012,42.768,Yes,11-18-2012,Paper,23,0
818,HEKGV-9181,10-16-2013,4983130370,6-17-2012,7-17-2012,99.105,Yes,7-21-2012,Electronic,34,4
818,UHVMG-5613,5-31-2012,4984149703,1-24-2012,2-23-2012,44.658,No,3-21-2012,Electronic,57,27
406,LYRCE-9117,07-05-2013,4988118171,11-04-2013,12-04-2013,42.597,Yes,11-27-2013,Paper,23,0
391,HCSFI-6160,01-10-2013,4988242028,10-03-2013,11-02-2013,102.96,Yes,10-17-2013,Paper,14,0
391,DPYTF-6708,08-02-2012,4989401536,2-17-2013,3-19-2013,85.485,Yes,3-14-2013,Paper,25,0
770,IJYBQ-9928,3-18-2012,4992291048,7-25-2012,8-24-2012,34.749,Yes,8-26-2012,Paper,32,2
897,CQAIF-3676,7-29-2013,4999718560,1-14-2013,2-13-2013,9.576,Yes,02-03-2013,Electronic,20,0
818,HJDUR-7946,2-21-2012,5002958060,6-24-2012,7-24-2012,92.85,Yes,7-20-2012,Paper,26,0
406,LYRCE-9117,07-05-2013,5004037630,5-27-2013,6-26-2013,43.857,Yes,07-05-2013,Electronic,39,9
391,HROAQ-7841,9-15-2013,5007692222,07-03-2013,08-02-2013,94.545,No,08-10-2013,Electronic,38,8
897,XNJRO-688,6-24-2012,5010861393,2-19-2013,3-21-2013,22.842,Yes,3-21-2013,Paper,30,0
818,NKUXM-7695,11-21-2012,5012738247,07-01-2013,7-31-2013,39.825,Yes,07-06-2013,Paper,5,0
391,TWKLF-7329,11-20-2013,5016123453,1-27-2013,2-26-2013,141.57,Yes,2-16-2013,Electronic,20,0
897,VLKMI-9286,2-13-2013,5018112951,01-09-2013,02-08-2013,79.35,Yes,01-12-2013,Electronic,3,0
770,LEPPM-7228,4-30-2012,5023901815,1-21-2013,2-20-2013,134.94,No,3-13-2013,Paper,51,21
897,VAZGD-9460,08-10-2013,5025374640,2-22-2012,3-23-2012,85.71,Yes,3-13-2012,Electronic,20,0
406,QZOKX-4632,3-19-2013,5025604918,11-03-2012,12-03-2012,96.06,No,12-26-2012,Electronic,53,23
770,IJYBQ-9928,3-18-2012,5029459679,07-10-2012,08-09-2012,31.167,Yes,08-03-2012,Paper,24,0
770,MATVB-9149,4-30-2013,5031169206,11-08-2013,12-08-2013,31.185,Yes,11-25-2013,Paper,17,0
391,IYKOC-9174,11-27-2012,5031980595,9-29-2012,10-29-2012,100.2,Yes,10-29-2012,Electronic,30,0
770,JCFGW-2447,7-31-2012,5032712085,10-26-2013,11-25-2013,123.51,Yes,11-10-2013,Paper,15,0
391,DPXLN-5920,11-11-2012,5040778957,10-02-2013,11-01-2013,79.68,Yes,10-23-2013,Paper,21,0
406,QPZCF-6048,7-13-2012,5043434662,6-28-2013,7-28-2013,102.3,No,7-14-2013,Paper,16,0
818,LIFKX-1604,3-16-2013,5046787910,5-31-2013,6-30-2013,116.49,Yes,07-05-2013,Paper,35,5
770,FIODB-6831,05-08-2013,5047087078,06-05-2012,07-05-2012,107.25,No,08-04-2012,Electronic,60,30
897,GBFQJ-6391,11-25-2013,5048564999,03-04-2013,04-03-2013,41.841,No,04-03-2013,Electronic,30,0
391,NEVHP-379,04-06-2013,5051186802,07-01-2012,7-31-2012,38.025,Yes,7-17-2012,Electronic,16,0
897,OQZUE-1408,9-14-2012,5051542289,07-04-2012,08-03-2012,80.925,No,09-01-2012,Electronic,59,29
770,MATVB-9149,4-30-2013,5069265997,7-15-2013,8-14-2013,41.877,Yes,08-05-2013,Paper,21,0
391,TWQXF-5196,6-20-2012,5080141293,12-30-2012,1-29-2013,41.22,Yes,01-10-2013,Paper,11,0
897,UKEUZ-6296,11-26-2012,5087638160,02-06-2013,03-08-2013,19.8,Yes,02-08-2013,Paper,2,0
770,XWAMA-2687,04-03-2013,5104471727,08-08-2013,09-07-2013,93.87,Yes,8-19-2013,Paper,11,0
897,EEBEO-8690,12-05-2012,5106033443,9-21-2013,10-21-2013,36.846,Yes,10-18-2013,Paper,27,0
770,JCFGW-2447,7-31-2012,5112375232,8-22-2013,9-21-2013,33.525,Yes,9-17-2013,Paper,26,0
818,NKUXM-7695,11-21-2012,5115237332,9-22-2013,10-22-2013,85.56,Yes,9-24-2013,Paper,2,0
391,TWQXF-5196,6-20-2012,5118980573,11-08-2013,12-08-2013,103.83,Yes,11-21-2013,Paper,13,0
391,XGXSB-2820,1-26-2012,5120935191,02-03-2012,03-04-2012,124.725,Yes,02-12-2012,Paper,9,0
406,YZKCL-1447,08-10-2012,5126179763,5-17-2013,6-16-2013,87.525,Yes,06-08-2013,Paper,22,0
818,NCUZC-8887,1-22-2013,5128563739,9-19-2013,10-19-2013,14.922,Yes,10-12-2013,Paper,23,0
897,OQZUE-1408,9-14-2012,5129305007,9-23-2013,10-23-2013,36.594,Yes,11-05-2013,Paper,43,13
391,DPYTF-6708,08-02-2012,5133177684,01-03-2012,02-02-2012,83.055,Yes,2-16-2012,Electronic,44,14
391,CGYHU-6632,01-08-2013,5135727600,09-01-2013,10-01-2013,103.32,Yes,09-07-2013,Paper,6,0
391,VJWXS-3569,04-09-2013,5137377953,05-07-2013,06-06-2013,75.945,Yes,5-21-2013,Paper,14,0
818,NCUZC-8887,1-22-2013,5143348357,5-26-2013,6-25-2013,25.056,No,07-05-2013,Paper,40,10
391,NDGAE-1080,9-28-2012,5144461723,11-13-2013,12-13-2013,152.895,No,12-16-2013,Paper,33,3
770,QUNVJ-3993,12-31-2012,5153888847,8-14-2013,9-13-2013,81.3,Yes,8-26-2013,Paper,12,0
391,NDGAE-1080,9-28-2012,5156029926,10-18-2012,11-17-2012,110.355,No,11-17-2012,Paper,30,0
818,JJMFW-3568,01-09-2012,5157347067,09-06-2013,10-06-2013,40.518,Yes,09-12-2013,Paper,6,0
406,OWJOT-3448,9-15-2012,5160746271,7-17-2013,8-16-2013,115.335,No,08-10-2013,Paper,24,0
818,HJQPP-2824,09-04-2013,5181531544,2-29-2012,3-30-2012,91.29,Yes,3-28-2012,Electronic,28,0
406,ETVHD-6833,4-30-2012,5190923288,3-28-2013,4-27-2013,90.375,Yes,4-15-2013,Paper,18,0
897,ERSWK-8942,01-11-2013,5198527856,2-17-2012,3-18-2012,35.073,Yes,2-29-2012,Electronic,12,0
770,XWAMA-2687,04-03-2013,5201178639,7-14-2012,8-13-2012,93.99,Yes,7-25-2012,Electronic,11,0
818,HEKGV-9181,10-16-2013,5202032684,05-02-2012,06-01-2012,87.285,Yes,06-06-2012,Electronic,35,5
818,HJQPP-2824,09-04-2013,5210865785,11-18-2012,12-18-2012,77.4,Yes,12-05-2012,Electronic,17,0
818,HJQPP-2824,09-04-2013,5211032589,02-02-2012,03-03-2012,105.705,Yes,03-03-2012,Electronic,30,0
818,JJMFW-3568,01-09-2012,5211667928,08-03-2013,09-02-2013,96.795,No,8-24-2013,Paper,21,0
391,DZINU-2676,10-19-2012,5212915127,05-03-2012,06-02-2012,89.67,Yes,5-23-2012,Electronic,20,0
391,HROAQ-7841,9-15-2013,5213056006,02-01-2012,03-02-2012,84.3,No,03-09-2012,Electronic,37,7
897,CESLR-7372,01-11-2013,5215762124,01-10-2012,02-09-2012,42.975,Yes,02-03-2012,Electronic,24,0
406,YCTQO-9322,04-06-2012,5216037274,4-13-2012,5-13-2012,124.86,Yes,5-23-2012,Paper,40,10
391,ERLSR-187,7-31-2013,5219455895,10-17-2013,11-16-2013,115.785,Yes,10-20-2013,Paper,3,0
391,TBPGK-5529,08-09-2013,5221373508,8-16-2012,9-15-2012,88.815,Yes,9-23-2012,Electronic,38,8
897,YDPUJ-3271,04-02-2013,5224697179,7-27-2012,8-26-2012,41.679,No,8-24-2012,Electronic,28,0
897,UKEUZ-6296,11-26-2012,5225282587,09-07-2013,10-07-2013,91.86,Yes,09-08-2013,Paper,1,0
770,NDIOV-9323,07-09-2012,5230964759,11-19-2012,12-19-2012,90.69,Yes,12-20-2012,Paper,31,1
897,VLKMI-9286,2-13-2013,5231639771,1-31-2012,03-01-2012,109.98,Yes,02-04-2012,Electronic,4,0
897,CESLR-7372,01-11-2013,5244938249,5-25-2012,6-24-2012,31.122,Yes,6-13-2012,Electronic,19,0
406,OWJOT-3448,9-15-2012,5259704271,10-03-2013,11-02-2013,97.11,No,11-09-2013,Paper,37,7
406,OWJOT-3448,9-15-2012,5267407030,1-30-2012,2-29-2012,127.83,No,03-11-2012,Electronic,41,11
818,HJDUR-7946,2-21-2012,5274457887,09-01-2012,10-01-2012,90.855,Yes,9-27-2012,Paper,26,0
897,XNJRO-688,6-24-2012,5277730175,05-02-2013,06-01-2013,37.179,Yes,6-16-2013,Paper,45,15
391,BLYDZ-8820,3-19-2013,5280782068,7-19-2012,8-18-2012,105.195,Yes,7-28-2012,Electronic,9,0
391,CGYHU-6632,01-08-2013,5284159298,9-16-2013,10-16-2013,102.705,Yes,9-28-2013,Paper,12,0
818,ABPKQ-8102,8-29-2013,5288556390,07-05-2013,08-04-2013,127.95,No,8-29-2013,Electronic,55,25
818,UWVLM-8364,11-10-2012,5302225458,06-04-2013,07-04-2013,95.37,Yes,6-24-2013,Paper,20,0
770,LEPPM-7228,4-30-2012,5307752702,1-23-2012,2-22-2012,130.65,Yes,03-08-2012,Electronic,45,15
391,TWKLF-7329,11-20-2013,5308271892,07-06-2012,08-05-2012,110.76,Yes,08-01-2012,Electronic,26,0
391,DPXLN-5920,11-11-2012,5315380408,10-23-2013,11-22-2013,91.785,Yes,11-05-2013,Paper,13,0
391,BLYDZ-8820,3-19-2013,5318529071,5-28-2012,6-27-2012,143.985,Yes,06-12-2012,Electronic,15,0
770,XWAMA-2687,04-03-2013,5320556273,10-15-2012,11-14-2012,86.82,Yes,10-20-2012,Electronic,5,0
406,QZOKX-4632,3-19-2013,5338397526,01-12-2013,02-11-2013,98.415,No,2-20-2013,Electronic,39,9
406,YCTQO-9322,04-06-2012,5345209704,5-22-2013,6-21-2013,147.525,Yes,6-25-2013,Paper,34,4
391,NDGAE-1080,9-28-2012,5348963401,4-27-2012,5-27-2012,144.9,Yes,5-22-2012,Electronic,25,0
406,OISKG-7600,7-19-2013,5352209857,8-25-2013,9-24-2013,90.855,No,9-14-2013,Paper,20,0
818,SYKLB-5148,8-28-2013,5353996996,06-11-2013,07-11-2013,126.225,No,7-23-2013,Electronic,42,12
391,VJWXS-3569,04-09-2013,5358292828,04-03-2012,05-03-2012,98.625,Yes,4-30-2012,Electronic,27,0
406,QPZCF-6048,7-13-2012,5359595828,06-06-2012,07-06-2012,144.72,Yes,06-12-2012,Electronic,6,0
818,HEKGV-9181,10-16-2013,5364802652,12-30-2012,1-29-2013,130.5,No,03-04-2013,Electronic,64,34
770,FIODB-6831,05-08-2013,5365850625,2-16-2012,3-17-2012,85.605,Yes,3-16-2012,Electronic,29,0
897,CQAIF-3676,7-29-2013,5367243542,06-01-2012,07-01-2012,80.715,No,7-20-2012,Electronic,49,19
391,HJDLA-2125,5-22-2012,5370094451,2-13-2012,3-14-2012,21.825,Yes,3-29-2012,Electronic,45,15
391,HCSFI-6160,01-10-2013,5375281276,11-26-2013,12-26-2013,121.275,Yes,12-07-2013,Paper,11,0
391,TWQXF-5196,6-20-2012,5376212898,02-03-2013,03-05-2013,98.205,Yes,2-25-2013,Paper,22,0
406,PEPYR-783,11-27-2013,5378812404,9-18-2013,10-18-2013,87.87,Yes,10-19-2013,Electronic,31,1
406,ETVHD-6833,4-30-2012,5390563116,08-12-2013,09-11-2013,93.6,Yes,09-06-2013,Paper,25,0
818,LIFKX-1604,3-16-2013,5395803758,10-18-2013,11-17-2013,77.46,Yes,11-27-2013,Paper,40,10
406,LYRCE-9117,07-05-2013,5400778292,9-25-2012,10-25-2012,33.471,Yes,11-01-2012,Electronic,37,7
406,ZAVRG-4092,5-19-2012,5404048953,08-07-2013,09-06-2013,109.62,Yes,08-08-2013,Paper,1,0
770,DTULQ-465,03-04-2013,5406697545,6-16-2012,7-16-2012,35.883,No,08-03-2012,Electronic,48,18
897,SDWFS-9883,07-08-2013,5408072157,4-27-2013,5-27-2013,38.574,No,6-18-2013,Electronic,52,22
406,OWJOT-3448,9-15-2012,5411405728,9-30-2013,10-30-2013,110.985,No,10-27-2013,Paper,27,0
770,UQXSS-5592,12-31-2012,5417879377,04-07-2012,05-07-2012,33.372,No,05-12-2012,Electronic,35,5
897,EEBEO-8690,12-05-2012,5419866067,08-11-2013,09-10-2013,94.245,Yes,09-07-2013,Paper,27,0
770,UQXSS-5592,12-31-2012,5420078068,06-05-2013,07-05-2013,30.924,Yes,6-21-2013,Paper,16,0
391,DPYTF-6708,08-02-2012,5423618398,3-20-2013,4-19-2013,122.385,Yes,4-28-2013,Paper,39,9
391,TWKLF-7329,11-20-2013,5433217750,10-21-2013,11-20-2013,117.885,Yes,11-13-2013,Electronic,23,0
770,TNJFG-625,8-15-2013,5437619851,07-05-2013,08-04-2013,104.775,Yes,08-06-2013,Electronic,32,2
406,YCTQO-9322,04-06-2012,5439908413,5-17-2013,6-16-2013,106.47,Yes,6-23-2013,Paper,37,7
406,FGEJI-4640,04-04-2013,5445842091,10-21-2013,11-20-2013,146.13,Yes,11-14-2013,Paper,24,0
406,PEPYR-783,11-27-2013,5446180609,4-29-2012,5-29-2012,75.825,No,06-11-2012,Electronic,43,13
391,PCYBM-8156,03-03-2012,5453381589,06-10-2013,07-10-2013,93.96,Yes,7-14-2013,Paper,34,4
770,ZHAKS-7260,6-17-2012,5454474938,8-30-2012,9-29-2012,150.765,Yes,9-26-2012,Paper,27,0
391,XGXSB-2820,1-26-2012,5458519566,05-02-2012,06-01-2012,110.43,Yes,05-07-2012,Paper,5,0
391,BLYDZ-8820,3-19-2013,5464873136,8-28-2013,9-27-2013,148.245,Yes,8-31-2013,Paper,3,0
406,TCXFQ-8389,8-24-2012,5471402563,01-09-2013,02-08-2013,76.8,Yes,1-24-2013,Paper,15,0
406,PMEXQ-4651,07-04-2012,5473678899,09-05-2013,10-05-2013,105.435,Yes,9-28-2013,Paper,23,0
406,ETVHD-6833,4-30-2012,5480294443,10-01-2012,10-31-2012,111.84,Yes,10-20-2012,Paper,19,0
770,FXWYK-3831,03-08-2013,5485300023,11-02-2012,12-02-2012,111.705,Yes,12-17-2012,Electronic,45,15
406,EZTEJ-9725,3-17-2012,5493577823,5-25-2013,6-24-2013,164.715,No,6-18-2013,Paper,24,0
406,KSOIA-5573,9-30-2013,5506147672,10-02-2013,11-01-2013,126.465,Yes,10-26-2013,Paper,24,0
406,QTLGZ-9771,12-10-2012,5508245691,2-28-2013,3-30-2013,43.983,No,03-09-2013,Paper,9,0
770,WKLVM-7758,02-06-2012,5510823668,04-11-2012,05-11-2012,27.054,Yes,5-17-2012,Paper,36,6
770,ZHAKS-7260,6-17-2012,5516916258,1-23-2013,2-22-2013,124.98,Yes,02-06-2013,Paper,14,0
770,DTULQ-465,03-04-2013,5519301927,1-30-2012,2-29-2012,89.01,No,3-21-2012,Electronic,51,21
406,FGEJI-4640,04-04-2013,5531824597,11-06-2012,12-06-2012,143.37,Yes,12-06-2012,Electronic,30,0
391,PCYBM-8156,03-03-2012,5535719165,11-25-2012,12-25-2012,41.4,Yes,12-20-2012,Paper,25,0
406,YZKCL-1447,08-10-2012,5536234490,11-01-2012,12-01-2012,91.8,Yes,12-10-2012,Paper,39,9
391,NDGAE-1080,9-28-2012,5536611001,6-29-2013,7-29-2013,134.955,No,08-01-2013,Paper,33,3
770,TNJFG-625,8-15-2013,5539674677,11-05-2013,12-05-2013,39.96,Yes,12-02-2013,Paper,27,0
818,UOPGH-5924,06-06-2013,5551365904,9-22-2012,10-22-2012,144.87,Yes,10-07-2012,Electronic,15,0
406,PEPYR-783,11-27-2013,5554040382,2-17-2013,3-19-2013,89.04,Yes,3-30-2013,Electronic,41,11
818,ELFBK-6627,11-26-2012,5554804990,8-21-2013,9-20-2013,115.86,Yes,09-09-2013,Paper,19,0
406,PEPYR-783,11-27-2013,5564408723,8-22-2013,9-21-2013,76.035,No,10-05-2013,Electronic,44,14
406,EVASK-7938,12-15-2012,5570997736,1-19-2012,2-18-2012,39.393,Yes,2-29-2012,Electronic,41,11
406,ZAVRG-4092,5-19-2012,5584046027,8-25-2012,9-24-2012,108.3,Yes,8-28-2012,Paper,3,0
818,HYHDN-3271,4-28-2013,5584805764,7-23-2013,8-22-2013,106.53,Yes,7-23-2013,Paper,0,0
818,UOPGH-5924,06-06-2013,5589625987,02-10-2013,03-12-2013,92.19,Yes,03-02-2013,Electronic,20,0
391,HROAQ-7841,9-15-2013,5591471055,8-25-2012,9-24-2012,109.41,Yes,9-25-2012,Electronic,31,1
406,ETVHD-6833,4-30-2012,5600044743,01-07-2013,02-06-2013,101.265,Yes,1-22-2013,Paper,15,0
391,QOKIO-2423,05-11-2013,5600941117,1-27-2012,2-26-2012,80.595,Yes,03-05-2012,Electronic,38,8
818,UOPGH-5924,06-06-2013,5601820432,9-25-2013,10-25-2013,115.035,Yes,10-09-2013,Paper,14,0
818,KITZM-6004,09-01-2013,5606369989,2-23-2013,3-25-2013,106.35,Yes,3-15-2013,Electronic,20,0
818,NKUXM-7695,11-21-2012,5609216524,11-16-2012,12-16-2012,104.1,Yes,11-29-2012,Electronic,13,0
818,UHVMG-5613,5-31-2012,5612029461,02-07-2013,03-09-2013,109.23,No,04-01-2013,Paper,53,23
406,ETVHD-6833,4-30-2012,5614207621,1-24-2013,2-23-2013,88.875,Yes,02-11-2013,Paper,18,0
406,QPZCF-6048,7-13-2012,5616666326,5-16-2013,6-15-2013,139.44,Yes,5-22-2013,Paper,6,0
818,HJDUR-7946,2-21-2012,5619336685,06-03-2013,07-03-2013,112.605,Yes,6-30-2013,Paper,27,0
770,WKLVM-7758,02-06-2012,5627371680,5-28-2012,6-27-2012,82.83,Yes,6-25-2012,Paper,28,0
897,XNJRO-688,6-24-2012,5633925412,04-12-2013,05-12-2013,31.275,Yes,06-04-2013,Paper,53,23
391,IYKOC-9174,11-27-2012,5636676049,3-21-2012,4-20-2012,103.215,No,05-12-2012,Electronic,52,22
770,KQLDO-7050,9-29-2012,5636946416,04-07-2013,05-07-2013,85.86,Yes,4-30-2013,Paper,23,0
770,NDIOV-9323,07-09-2012,5641290282,12-09-2012,01-08-2013,81.735,Yes,01-07-2013,Paper,29,0
818,KITZM-6004,09-01-2013,5652779539,11-20-2012,12-20-2012,96.405,Yes,12-07-2012,Electronic,17,0
897,GBFQJ-6391,11-25-2013,5663633172,3-28-2013,4-27-2013,6.597,Yes,4-21-2013,Electronic,24,0
406,FGEJI-4640,04-04-2013,5666197371,09-01-2013,10-01-2013,38.133,Yes,9-24-2013,Paper,23,0
391,HCSFI-6160,01-10-2013,5667168505,06-04-2013,07-04-2013,103.455,Yes,6-20-2013,Paper,16,0
770,MATVB-9149,4-30-2013,5669083272,07-02-2013,08-01-2013,32.634,Yes,7-25-2013,Paper,23,0
770,ZXNDN-4460,6-27-2013,5670127758,10-01-2012,10-31-2012,89.4,No,11-03-2012,Electronic,33,3
770,NRGUP-706,04-09-2013,5671103317,12-05-2012,01-04-2013,23.202,Yes,12-30-2012,Electronic,25,0
818,LIFKX-1604,3-16-2013,5672264197,12-22-2012,1-21-2013,78.93,Yes,02-05-2013,Electronic,45,15
897,YDPUJ-3271,04-02-2013,5689526813,1-21-2013,2-20-2013,96.66,No,2-22-2013,Electronic,32,2
391,HCSFI-6160,01-10-2013,5709007881,02-02-2013,03-04-2013,128.28,Yes,2-23-2013,Paper,21,0
818,HJDUR-7946,2-21-2012,5713630604,8-19-2013,9-18-2013,77.91,Yes,9-20-2013,Paper,32,2
818,LIFKX-1604,3-16-2013,5715617243,6-28-2012,7-28-2012,89.865,Yes,08-11-2012,Electronic,44,14
406,XCLEH-2621,9-24-2012,5722625303,3-23-2012,4-22-2012,133.575,Yes,5-14-2012,Electronic,52,22
406,ETVHD-6833,4-30-2012,5728599058,10-17-2013,11-16-2013,107.55,Yes,11-06-2013,Paper,20,0
391,CGYHU-6632,01-08-2013,5732190568,08-07-2013,09-06-2013,105.765,Yes,8-18-2013,Paper,11,0
406,YZKCL-1447,08-10-2012,5732886554,9-13-2012,10-13-2012,82.71,Yes,10-13-2012,Paper,30,0
770,FDQRK-6077,09-11-2012,5734148945,8-15-2013,9-14-2013,87.54,Yes,8-27-2013,Paper,12,0
391,MDWKR-7209,10-09-2013,5743371166,10-04-2012,11-03-2012,83.82,Yes,11-14-2012,Electronic,41,11
406,FGEJI-4640,04-04-2013,5747215444,07-05-2012,08-04-2012,99.81,No,8-13-2012,Electronic,39,9
406,YZKCL-1447,08-10-2012,5750325937,11-16-2013,12-16-2013,115.995,Yes,12-17-2013,Paper,31,1
406,PMEXQ-4651,07-04-2012,5753468364,07-01-2012,7-31-2012,142.455,Yes,08-02-2012,Electronic,32,2
391,ERLSR-187,7-31-2013,5759027434,11-11-2013,12-11-2013,124.77,No,11-24-2013,Paper,13,0
406,EZTEJ-9725,3-17-2012,5759152956,4-22-2012,5-22-2012,108.48,No,06-05-2012,Paper,44,14
897,VLKMI-9286,2-13-2013,5759365683,2-13-2013,3-15-2013,77.145,Yes,2-18-2013,Electronic,5,0
897,CQAIF-3676,7-29-2013,5769308132,06-10-2012,07-10-2012,31.788,No,7-28-2012,Electronic,48,18
406,ZAVRG-4092,5-19-2012,5769746960,6-27-2012,7-27-2012,109.635,Yes,6-30-2012,Paper,3,0
818,JJMFW-3568,01-09-2012,5770867424,4-21-2012,5-21-2012,95.955,Yes,05-03-2012,Paper,12,0
406,PEPYR-783,11-27-2013,5777629688,09-02-2012,10-02-2012,85.89,Yes,10-09-2012,Electronic,37,7
770,TNJFG-625,8-15-2013,5779089047,11-19-2012,12-19-2012,94.26,Yes,12-13-2012,Electronic,24,0
391,BTDMX-9212,4-22-2012,5783904183,7-15-2012,8-14-2012,22.419,Yes,7-28-2012,Paper,13,0
391,NEVHP-379,04-06-2013,5786890858,01-09-2013,02-08-2013,30.969,Yes,1-27-2013,Electronic,18,0
770,XWAMA-2687,04-03-2013,5792413428,6-26-2012,7-26-2012,42.876,Yes,07-10-2012,Electronic,14,0
770,XLBER-2026,11-12-2012,5796160024,09-08-2013,10-08-2013,82.74,Yes,9-17-2013,Paper,9,0
406,DJOZO-5284,09-11-2012,5802848317,12-14-2012,1-13-2013,123.285,Yes,12-18-2012,Paper,4,0
897,ERSWK-8942,01-11-2013,5804051278,11-17-2012,12-17-2012,26.469,Yes,12-03-2012,Electronic,16,0
897,OQZUE-1408,9-14-2012,5822411655,12-12-2012,01-11-2013,96.435,No,1-27-2013,Paper,46,16
391,DPYTF-6708,08-02-2012,5826992455,10-03-2013,11-02-2013,157.875,Yes,11-03-2013,Paper,31,1
770,XWAMA-2687,04-03-2013,5831823501,1-21-2012,2-20-2012,29.502,Yes,02-02-2012,Electronic,12,0
770,TNJFG-625,8-15-2013,5833648635,7-13-2013,08-12-2013,122.445,Yes,08-04-2013,Electronic,22,0
406,XCLEH-2621,9-24-2012,5834509598,03-02-2012,04-01-2012,101.265,Yes,4-28-2012,Electronic,57,27
770,FXWYK-3831,03-08-2013,5834961506,08-09-2012,09-08-2012,110.85,Yes,09-10-2012,Electronic,32,2
406,ETVHD-6833,4-30-2012,5844695857,01-10-2012,02-09-2012,107.49,Yes,02-10-2012,Electronic,31,1
770,MATVB-9149,4-30-2013,5851010757,04-01-2012,05-01-2012,84.15,Yes,4-30-2012,Electronic,29,0
770,TNJFG-625,8-15-2013,5853943713,2-24-2012,3-25-2012,93.585,Yes,3-25-2012,Electronic,30,0
770,FXWYK-3831,03-08-2013,5854224699,09-02-2013,10-02-2013,84.465,Yes,9-27-2013,Paper,25,0
897,YDPUJ-3271,04-02-2013,5861341540,1-18-2013,2-17-2013,40.311,No,2-24-2013,Electronic,37,7
897,VHLWY-9250,06-03-2013,5863004473,01-09-2013,02-08-2013,78.795,Yes,02-11-2013,Electronic,33,3
391,TWQXF-5196,6-20-2012,5865150083,5-26-2013,6-25-2013,82.65,Yes,6-16-2013,Paper,21,0
770,KQLDO-7050,9-29-2012,5865665983,1-28-2012,2-27-2012,97.335,Yes,2-16-2012,Electronic,19,0
770,WKLVM-7758,02-06-2012,5865860161,3-19-2012,4-18-2012,43.578,No,05-09-2012,Paper,51,21
770,XWAMA-2687,04-03-2013,5866198533,5-13-2012,06-12-2012,84.375,Yes,5-23-2012,Electronic,10,0
391,MDWKR-7209,10-09-2013,5866933291,7-14-2013,8-13-2013,93.48,Yes,8-19-2013,Electronic,36,6
897,XNJRO-688,6-24-2012,5868117939,07-05-2012,08-04-2012,21.978,Yes,8-15-2012,Paper,41,11
897,YDPUJ-3271,04-02-2013,5870483108,8-24-2012,9-23-2012,20.772,Yes,9-13-2012,Electronic,20,0
391,CGYHU-6632,01-08-2013,5872971097,5-29-2013,6-28-2013,128.835,Yes,06-06-2013,Paper,8,0
770,MATVB-9149,4-30-2013,5876175859,06-05-2012,07-05-2012,96.09,Yes,7-13-2012,Electronic,38,8
818,ABPKQ-8102,8-29-2013,5882624317,3-17-2013,4-16-2013,115.275,No,05-03-2013,Electronic,47,17
406,YZKCL-1447,08-10-2012,5893003240,5-25-2012,6-24-2012,107.04,Yes,6-26-2012,Electronic,32,2
391,IYKOC-9174,11-27-2012,5895996617,07-09-2013,08-08-2013,98.085,Yes,08-02-2013,Paper,24,0
818,JJMFW-3568,01-09-2012,5896450209,12-30-2012,1-29-2013,85.395,No,1-17-2013,Paper,18,0
391,DPYTF-6708,08-02-2012,5897876292,07-04-2012,08-03-2012,115.215,Yes,8-16-2012,Electronic,43,13
406,EVASK-7938,12-15-2012,5900977176,05-04-2013,06-03-2013,98.685,Yes,5-28-2013,Paper,24,0
406,OWJOT-3448,9-15-2012,5902047035,2-19-2012,3-20-2012,112.41,No,3-28-2012,Electronic,38,8
391,IYKOC-9174,11-27-2012,5905976116,3-19-2013,4-18-2013,86.19,Yes,04-06-2013,Paper,18,0
770,FXWYK-3831,03-08-2013,5908935353,3-25-2013,4-24-2013,128.79,Yes,4-27-2013,Paper,33,3
897,VHLWY-9250,06-03-2013,5915326835,4-16-2012,5-16-2012,44.73,Yes,05-08-2012,Electronic,22,0
391,MDWKR-7209,10-09-2013,5916379211,1-21-2012,2-20-2012,122.85,Yes,2-16-2012,Electronic,26,0
406,YCTQO-9322,04-06-2012,5920658588,10-30-2013,11-29-2013,136.98,Yes,11-25-2013,Paper,26,0
818,LIFKX-1604,3-16-2013,5928070230,01-03-2012,02-02-2012,146.4,Yes,2-25-2012,Electronic,53,23
897,BEASA-1168,11-06-2013,5934744359,8-18-2013,9-17-2013,88.02,Yes,09-12-2013,Electronic,25,0
897,VTITE-6177,10-26-2012,5937906359,6-30-2013,7-30-2013,19.701,Yes,7-14-2013,Paper,14,0
